detail_list,mark
panapa fotocopy masuk lorong dpan Atm galery bahu mall -+ 100m kearah kampus unsrat,__label__positive
Plaza senayan mall (Toko digimap lantai 2 di sebelah guess),__label__positive
Indomaret Riau169 seberang mall Ciputra seraya(sebelah rumah makan kota buana),__label__positive
Perumahan Air Mas Plaza blok h no 6 RT 03 RW 013,__label__positive
jln mh Thamrin bellanova country mall ,__label__positive
gedung plaza kenarimas jl kramat raya no 101 (toko sinar maju electric lt 1 blok F no 71),__label__positive
"Ruko mutiara palem blok a 18 no 8, dr blkg pintu masuk mall taman palem lurus 5 ruko dr pinky cafe. Cengkare
",__label__positive
Orlin Cell jln merdeka gedung sari anak ratu aji Lampung tengah ,__label__positive
"JL IR H djuanda no 53 (djelita cell karawang) karawang, karawang barat, jawa barat 
",__label__positive
"Jl. Sultan Alauddin 2. (Pondok KRM, Rifa Cell )",__label__positive
"JAVA MALL Semarang, Jalan MT. Haryono, Karangkidul, Semarang City, Central Java(toko kacamata Fanny Collection lantai 3)",__label__positive
jln mh Thamrin bellanova country mall (Depan Hypermart),__label__positive
jl. beringin rayano. 96 kel. nusa jaya karawaci kota tangerang (toko HP ajafone beringin 96 tanjakan depan tk fitrah insani ),__label__positive
jl. ahmad yani no. 63 (juragan handphone) ,__label__positive
jl sengaji hulu 276 Cell samping salon Dian pasar pendopo,__label__positive
"Jl. Monumen Pancasila Sakti, rt.001/09 No.70 Lubang Buaya Jakarta Timur (rumah bpk.Sarpin)(gang rukun 1 (di depan gang nya ada gian selular dan bengkel))",__label__positive
Jl. M.H Thamrin No Kac 28-30(Plaza Indonesia Lantai 5. Store Vidvie Indonesia),__label__positive
"West Pringsewu, Jl. KH. Ahmad Dahlan, Pringsewu Utara, Kec. Pringsewu, Kabupaten Pringsewu, Lampung 35373(dikonter Alamanda cell samping lesehan dbakule)",__label__positive
konter ly cell jln amir hamzah no 9b karang sukun mataram(konter ly cell sebelah pasar karang sukun),__label__positive
"PINK CELL MALUK, Jalan Raya Maluk, Pasir Putih, West Sumbawa Regency, West Nusa Tenggara(depan pangkas rambut pada idi, deretan bank BNI)",__label__positive
"A2 CELL Tuladenggi, Jalan Abdul Gandi Pajuhi",__label__positive
"mall pekanbaru(mall pekanbaru,lantai 2 black phone)",__label__positive
"Jl.P.Untung Surapati Perum Griya Tepian Lestari ( carpotek) BLOK BBB NO 8 , DEPAN BIG MALL SMD(depan big mall blok BBB NO.8)",__label__positive
jl h naman rt12/03 no 99 pondok kelapa(konter hp alfih cell depan warung pojok transito),__label__positive
Jl HR Rasuna said Kp sawah dalam rt07/05 KONTER MECCA CELL (POM BENSIN MINI) no.89,__label__positive
Mayasari plaza pameran asta furniture lantai dasar(lantai dasar pameran asta furniture),__label__positive
jln jawa 09 golden cell 04,__label__positive
"Lippo plaza kramat jati lantai 1 , outlet kopi laka laka, atas nama rani rahayu. Kramat jati, jakarta timur 13510",__label__positive
jln. kanjeng jimat Rejowinangun Trenggalek. di h2 cell barat bale desa Rejowinangun(di konter h2 cell),__label__positive
 Jln KH Zainul Arifin no 7. kode pos 20152(SUN PLAZA HOKBEN LANTAI 4),__label__positive
"Transtudio mall Makassar 
(mall transtudio Makassar (hi fries depan Marugame LT LG )
)",__label__positive
jl jend sudirman (depan yogya toserba) rumah belakang konter loy cell ,__label__positive
"konter treejaya cell , depan alami desa nano",__label__positive
Jalan Jawa no 9 sebelah arei (konter Golden cell 4),__label__positive
Butty Cell(Butty Cell Siulak deras mudik),__label__positive
"Toko Sepatu BATA Weleri, Margomulyo, Karangdowo, Kendal Regency, Central Java(AAN Cell Weleri ( samping toko sepatu bata))",__label__positive
konter free Cell sebelah barat basmalah Jelgung kecamatan Robatal kabupaten Sampang,__label__positive
Bank Mega Wanea (wanea plaza),__label__positive
Jln.Raya Kedamean No.77 Gresik(Jln.Raya Kedamean No.77 Gresik konter hp New Cell  utara bank BRI),__label__positive
"jln anggur (gang depan konter sadat phone/sebelah mushalla nurul islam, masuk )",__label__positive
JCO DONUTS &  COFFE MALL RAMAYANA GARUT. JLN GUNTUR NO.04 PAKUWON GARUT KOTA. ID 44111(Pinggir pintu masuk mall ramayana),__label__positive
karampang Eja(konter ELHA CELL 03),__label__positive
"jl. lintas purun, dusun 1 desa purun, Rafael cell depan tpu desa purun",__label__positive
"desa Karanganom , dukuh kenayan , RT 13 RW 03 , ( Faiz Cell)(Faiz Cell rumah warna crem banyak tanaman depan rumah)",__label__positive
CONTER JAWA CELL sebelah waterboom kertamanah sisi walungan Rancamanyar(patokan Gerbang Rumah pengabdian setan/sebelum waterboom kertamanah),__label__positive
Cirebon jl tentara pelajar no.1 grage mall lantai.2 wings timur(toko mas pantes)(toko mas pantes depan sport station),__label__positive
"Plaza Cordoba, Jalan Batam, Rawa Mekar Jaya(Blok D/02)",__label__positive
Jl.gajah Mada no. 76 genteng wetan (MENTARI CELL SAMPING TOKO LARASATI),__label__positive
jln jawa no 9 (golden cell 04),__label__positive
dsn.citungku rt 12 rw 004 desa sukamanah kec sindangkasih kab ciamis(samping konter ibu cell group no 81),__label__positive
jl.ahmad yani no 146(toko ghii cell acc),__label__positive
"Desa Karangsari Karang Tengah Kab Demak Bps 40 Cell, RT.1/RW.3, Karangsari, Karang Tengah , KAB. DEMAK, KARANG TENGAH, JAWA TENGAH, ID, 59561(konter Bps 40 Cell sebelah raja helm)",__label__positive
jl imam bonjol no. 556 rt7 rw 3 (masuk gang samping ngos2 cell rumah ke 2 dari belakang),__label__positive
"Nuhun Electronic Centre, Jalan Perintis Kemerdekaan, Sayang, Cianjur, Cianjur(gg depan toko nuhun, rumahnya warung deket mesjid)",__label__positive
Jl.hj.juanda no 161(trendshop) depan borobudur plaza  (TREND SHOP),__label__positive
Kp.parunggede RT 05/RW 02 (belakang konter Jajang cell kontrakan tengah),__label__positive
"Plaza Cordoba, Jalan Batam, Rawa Mekar Jaya(Blok d/02)",__label__positive
Jl.Ahmad Yani jo. 115-116 / DRS CLINIQUE (samping plaza elektronik),__label__positive
"Jl. Raya Kamal, Banyu Ajuh, Banyuajuh, Kamal, Kabupat¨¦n Bangkalan(Konter Bahari cell 2 ",__label__positive
"LIPPO MALL PURI, INNISFREE LIPPO MALL PURI LANTAI GF NO 21 (SAMPING PULL & BEAR ATAU DEPAN NIKE)(LANTAI GF NO 21 (SAMPING PULL & BEAR ATAU DEPAN NIKE))",__label__positive
Kp. cibuntu RT 02 RW 08 (rumah warna hijau samping konter benzie Cell ),__label__positive
TangCity Mall Jln. Jend. Sudirman No.1 Toko Hana Fashion lantai UG Blok A No.78-79C,__label__positive
"jl.imam Bonjol,Padang matinggi no.1 BHP cell
 samping loket batang pane(konter BHP cell samping batang pane)",__label__positive
"toko mas wahyu redjo royal Plaza lantai ground B 3 1 33-35
",__label__positive
konter Arthaphone depan terminal induk banjarnegara(konter Arthaphone depan terminal induk banjarnegara),__label__positive
"aeon mall jakrta garden city cakung jakrta timur(lantai 1 salon alash studio  
)",__label__positive
Jl Brigjend Katamso No 75-77 Prawirodirjan Yogyakarta 55121(Gemilang Cell Lt Ug Jogjatronik Mall),__label__positive
AW Cell Simo,__label__positive
jln Alamsyah rpn no 55 kelapa tujuh (konter surya indah cell 2),__label__positive
"Jalan Pura Sada, Kapal, Mengwi, Kabupat¨¦n Badung(sebelah selatan SD no 5 kapal (di wr Bella Cell ada Yulianti service jok))",__label__positive
"new diamond cell ( depan indomart)(jl.tajem-kadisoka, Maguwoharjo,Depok,Sleman)",__label__positive
jl kapten muslim(plazamillennium lantai 1 toko 888 ponsel no 28-36),__label__positive
wisma permai barat pp28 no 2 gang 5(belakang samping galaxi mall belakang sogo passs ),__label__positive
"Jl.achmad yani plaza jambu 2 lantai 1 blok b4 no 2 (POINT 2000), KOTA BOGOR, BOGOR UTARA - KOTA, JAWA BARAT, ID, 16154(Plaza Jambu 2 Lantai 1 Blok B4 No 2 ( Toko Point 2000 ) )",__label__positive
jln h juanda no 34 di konter puri city cell (kantor),__label__positive
tangcity mall lantai 2 depan sinema XXI toko My Na,__label__positive
"Jl jendral sudirman Tangcity mall Danar kerudung (Lantai UG Blok B No. 39,50,51)",__label__positive
boss cell jalan siliwangi no 35 kecamatan tawang ,__label__positive
"jln gunung Muria no 17. grendeng muria cell 53122 RT 01/08(depan jus nadi no 17
)",__label__positive
Ramen seirock- ya mall taman anggrek lt 1 F 11 (sebelah imperial kitchen),__label__positive
"Stand Pokpok ( Masuk LivingPlaza Jababeka )
(Living Plaza Jababeka)",__label__positive
Jl. Sriwijaya no. 1B Kota Magelang(Master Cell Magelang),__label__positive
amm cell (samping alfamidi) jalancagak-subang(toko),__label__positive
Konter Valencia Cell depan pasar karaban Rt 02 RW 02,__label__positive
dava cell (selatan toko istana)(jl. sumarwi no 13 Wonosari ),__label__positive
"ON CELL 2 , 100m Barat SMP 1 KENCONG sebelah warung ijo selatan jalan",__label__positive
"Coyudan 2, RT 3/RW 4, Ngipak, Karangmojo, Gunungkidul, Yogyakarta(SMA 1 Karangmojo ke selatan, di kasih di warung mocca cell depan gapurooo coyudan 2)",__label__positive
Yopie salon Tunjungan plaza 2 lantai UG no 4,__label__positive
jl. kapten muslim(Toko erafone  lantai G No.3),__label__positive
Dk. kembang Rt.02 Rw.05 kec gembong (Konter Gavin cell depan gedung haji gembong),__label__positive
Jl.Kejawan Putih Mutiara/Mall Pakuwon City 1 (60112) (Starbucks Pakuwon City Mall 1) ,__label__positive
jln.ahmad yani lr karya 1 no 6a rt 01 rw 01 kelurahan  9/10ulu kecamatan seberang ulu 1 kode pos 30251(lrgny disamping eraphone plaju),__label__positive
"Gor Soemantri Brodjonegoro, Jalan Hr Rasuna Said Setia Budi, Setia Budi, Setia Budi(Plaza festival ( bakmi gm) )",__label__positive
imperial kitchen & dimsum living plaza bintaro(di imperial kitchen & dimsumnya),__label__positive
RG Cell Rt.04 Rw.02,__label__positive
sharon cell serbelawan,__label__positive
Plaza summrecon bekasi jl.bulevard ahmad yani KAV KAA001 marga mulya bekasi utara(Samping menara Mandiri),__label__positive
jl. p bali raya artha cell perumnas 3,__label__positive
TangCity mall jln Jend Sudirman no 1 babakan Tangerang 155(lantai 1 blok b 8b),__label__positive
"Abdi Jaya Cell Depan Toko, Jalan Raya Pasar Batu Bintang Konter, Batubintang, Batumarmar, KAB. PAMEKASAN, BATUMARMAR, JAWA TIMUR, ",__label__positive
jln lintas timur tugumulyo oki konter Gasanova cell 1 depan loket listrik(samping rumah makan sehati),__label__positive
xiaomi mi shop plaza marina lt.3 blok c12(lantai 3 samping erafone),__label__positive
"Mister Phone, sebelah terminal ngawen",__label__positive
"Jalan Jatijajar-Logending, Tegalsari, Demangsari, Kebumen Regency, Central Java(Konter Varia phone Demangsari samping barat kantor kecamatan ayah 50meter)",__label__positive
mall mangga dua(mall mangga dua lantai 4 barcode plaza no 42a-42b),__label__positive
pd indah mall 1 jalan metro pondok indah rt 1/16 . pondok pinang kebayoran lama(lantai 1 skywalk selatan toko (baby empire) ),__label__positive
samsung store mall Karawang central plaza(lt 1 blok c3-c5 (Samping atm mandiri)),__label__positive
"teras kota mall luar,Do&Go depan janji jiwa",__label__positive
mya: the guh salon mall pluit village lantai 2 no 97,__label__positive
"Konter damai Cell 2 perempatan predi, utaranya masjid",__label__positive
toko hp Asia cell Cileungsi depan CTC jln raya Narogong Cileungsi(depan CTC),__label__positive
"jln tipar cakung Rt 03 Rw 04 tempat nya di konter 5758 cell depan gg haji malik.
",__label__positive
"jl.boulevard raya gading serpong, haircode salon mall summarecon mall serpong lantai 1 no 17 B (lantai 1 no 17B)",__label__positive
Kios nissa cell depan mesjit al mujahidin ,__label__positive
TangCity mall lantai LG blok B no 71 ( m commucation ),__label__positive
Rizke cell depan SMP al fajar talok,__label__positive
Jl.  Anang Panangah Desa Pasar Baru Rt 8 (Depan Suci Phone) ,__label__positive
"Jalan Ali Hasan no 436, dekat salon virly konter HALLO CELL YB",__label__positive
"jl prof dr hamka, kaniang bukik simp lampu merah (robert electronic)",__label__positive
crown cell ,__label__positive
"BEST CELL kreo, Jl. HOS Cokroaminoto No.122, RT.008/RW.002, Cipadu(deratan pasar kreo)",__label__positive
Tawan Restoran Epicentrum Walk mall (Lg GF),__label__positive
Royal plaza lt.2 blok K3- 48 (TOKO DORAEMON),__label__positive
nagoyahil mall lantai dasar toko one deretan optik Melawai(lantai dasar toko one),__label__positive
"Jln. Saxophone, Perum. Bumi Palapa, Blok F no 5A, RT : 007. RW: 006",__label__positive
Konter Audy Cell Jl. Merdeka Simpang Srikelang,__label__positive
muara siban samping pom bensin konter byonic Gelumbang Cell dpn masjid Istiqomah,__label__positive
jl. Bambu I no.12/67 ((samping bengkel unity automobile)),__label__positive
bursa mobil sumarecon plaza auto blok a no 7(blok a no 7 sebrang rs bethsaida),__label__positive
Galeri Elzatta Madiun Suncity Mall B45 Jl. S. Parman Madiun,__label__positive
"Living Plaza Jababeka, Jalan Niaga Raya No.2, Mekar Mukti, Cikarang (Depan FarmerMarket), KAB. BEKASI, CIKARANG, JAWA BARAT, ID, 17831.(Masuk Mall ( Stand PokPok) Depan Farmer Market.)",__label__positive
Ruko Gyan Plaza(Blok B.4),__label__positive
"triset sowroom csb mall lantai gf atrium(csb mall lantai gf dekat atrium
)",__label__positive
somang parung panjang(somang/konter yuli cell 02/03),__label__positive
TB.gudang jaya plaza pagaden(TB gudang jaya),__label__positive
Jalan raden santri no.15A Gresik Utara alun alun(Konter Lancar Djoyo Cell ),__label__positive
Jl. pahlawan no. 28c mojosari (uniq cell pahlawan),__label__positive
"kp. Rawa bambu , jln. mawar 4 (RT 04/08 konter FIRZA cell , deket warp store kelapa ijo)",__label__positive
"Tembong Gunung , Jl.Warung ampel no.18 , sukamahi ,cikarang pusat ,, kode pos 17530 Bekasi Jawa Barat(konter sadewa cell depan alfamart )",__label__positive
"DS.BANCAR RT 09 RW 03(IMM CELL KE UTARA, DEKET PERTIGAAN RUMAH CAT HIJAU)",__label__positive
"armelia07@icloud.com(kp.gmpol dmpit sebrang POM BENSIN INDOMOBILE dkt indomart(no rumh 02)
)",__label__positive
indomaret sebelah kanan kimia farma sebelah kiri lippo plaza(indomaret A. A. MARAMIS 12),__label__positive
"Pasar Kita sebrang masuk gang, sebrang konter ZAY CELL rumah kedua warna hijau",__label__positive
"Blok 3, no 50, RT/RW 002/003, desa paningkiran, ( depan toko pak sueb/hafiz cell )
sumberjaya, majalengka",__label__positive
Paskal mall tenant sociolla lantai 1 hero lobby langit(Sociolla depan hero),__label__positive
"Jl.prajurit nazaruddin,klik cell(Jl.prajurit nazaruddin,klik cell kel.kalidoni kec.kalidoni,di sebelah toko best meat dan tok sumanta)",__label__positive
"Kab. Gorontalo Kec, telaga biru(jln. Abdul Gandi payuhi Titik Maps A2 CELL TULADENGGI) (DESA TULADENGGI, (Titik maps A2 CELL TULADENGGI) )",__label__positive
Starphone. Jl. asia simpang pelabuhan lasdap,__label__positive
Jl. Pantai kuta. Beachwalk mall (sushi tei restaurant Lt. 2),__label__positive
jln enggano 9a rt 4 tw 1(Dindin cell 2),__label__positive
dewi cell jl  panca usaha rt 49 nmr 2201(200 m sesudah smp 44),__label__positive
"Forza Cell Jl. raya jeru no.168 tumpang malang
",__label__positive
"Zurex cell , depan puskesmas prapatan, kec Sumberjaya kab Majalengka",__label__positive
jln s parman kav. 28 lt. LG L-153 central park mall ( apotek century) ,__label__positive
mya: the guh salon mall pluit village lantai 2 no 97,__label__positive
"Rafa Cell Jln Raya Sukanagara, Sukanagara-Cianjur 43264(Samping Bank BJB Sukanagara)",__label__positive
"SANTRI CELL 
Jalan Raya Sukahati Blok F1 no 9(Konter HP depan upnormal)",__label__positive
"resinda park mall(toko Erafone lantai basement.jln resinda park mall, purwadana, Telukjambe barat.KAB KARAWANG-teluk Jambe barat ,Jawa barat ID 41361)",__label__positive
"Informa Cibinong City Mall Lantai 2,Jl.Raya Tegar Beriman No 1",__label__positive
Jln. H. P.  Danal Dekat Rel Ruko ke3 Sebelah Kiri Konter Ly Cell Kec. Muara Enim,__label__positive
Mall Grand Indonesia ( West Mall ) FOOD PRINT Lt.5(outlet : MIE TARIK LAIKER),__label__positive
RT/RW 001(KONTER YOLANDA CELL DEKET POM BENSIN CAHAYA NEGERI),__label__positive
Niara Cell Jln. Perjuangan Kp. Areman RT 02/08,__label__positive
"resinda park mall(Toko Erafone Lantai Basement, Jalan Resinda Park Mall, Purwadana, Telukjambe Barat)",__label__positive
"T Plaza, Jalan Penjernihan I Bendungan Hilir Tanah Abang Bendungan Hilir, Bendungan Hilir, Tanah Abang",__label__positive
Kp. Priyang JL. Amil Mena No.18 (warung Bpk H.Ojo)(Seberang Mall WTC Matahari Serpong),__label__positive
Jl. Mastrip no. 9(Tiara cell ( depan kantor catatan sipil) ),__label__positive
"jl. bulevar ahmad yani blok. M, bekasi 17142(summarecon mall bekasi (toko chlorine lt. 2) )",__label__positive
Jl. jendral sudirman lingkungan ciceri jaya rt 01 / rw 07(sebelah masjid al huda ciceri jaya / konter EL_LIYA CELL ),__label__positive
jln rasuna said epiwalk mall tawan restoran lantai gf,__label__positive
" my republik plaza (d/h Green office park 6) wing A ground floor Zone7 dan 8 Jln BSD Boulevard, Jl. BSD Green Office Park, Sampora, Kec. Cisauk, Tangerang, Banten 15345(KANTOR 4 LIFE)",__label__positive
kp. Tugaran rt 01 rw 15 desa Ganjarsabar kec. Nagreg kab. Bandung(belakang konter purnama cell pagar hitam),__label__positive
Adiphone konter,__label__positive
happy cell puri selatan pasar puri,__label__positive
DS Entalsewu dsn pendopo RT 05 RW 02 no:86 depan aim cell  (depan aim Cell ),__label__positive
Jalan stasiun pasar bangsalsari (Konter MMphone utara toko coyong),__label__positive
peace cell plasa marina lt 2 no 237 (dpan eskalator lt 3 ),__label__positive
"di wiki wiki juice kemang kitchen 20 di mall lacodefin everplate kemang ,jln kemang 1 no 3 rt 11/ rw 01 jaksel, mampang perapatan, 12730",__label__positive
jl. bahari gg 2 ujung rt 07 rw 06 (samping yogi cell deket sd impres),__label__positive
amwe 29 CELL sebelah jus ropang,__label__positive
"Kalibeber RT 02 RW 07 (Gang Siwaru IV, RT 02 RW 07, Kalibeber, Mojotengah ( Warung Depan Hoki Cell ))",__label__positive
"Ramai Mall Lt 1, Jalan Jend Ahmad Yani Blok C24 No.73, Ngupasan, Gondomanan Central Phone (lantai 1 blok c23 c24)",__label__positive
"plaza niaga 1 ,blok b no 27,massage edellwaise",__label__positive
Ruko Mall klender Jl.Gusti Ngurah Rai blok B3 No.25 jakarta Timur,__label__positive
wates gang 3 konter baxser cell depan bakso wonogiri,__label__positive
Steak 21 Sun Plaza Medan lantai 4 depan Baskin Robbins(Steak 21 Sun Plaza Medan lantai 4 depan Baskin Robbins),__label__positive
" Mega Mall Pluit Hush Puppies Ground Floor unit 11 KOTA JAKARTA UTARA - PENJARINGAN, DKI JAKARTA 11410(samping toko BATA)",__label__positive
desa Muara Karang konter Cell Ita,__label__positive
Jl.Baru Manggul samping gudang pu lembayung KONTER HENDRA CELL (KONTER HENDRA CELL),__label__positive
"ERAFONE, Jalan Husein Sastranegara No.126, RT.1/RW.1, Jurumudi, Benda(erafone sebelah indomaret)",__label__positive
"Irank Cell, Jalan Mayjend Panjaitan(Irang cell gg 17)",__label__positive
jbs phone sendangmulyo,__label__positive
jalan mt haryono ruko mataram plaza A9 ibk indonesia,__label__positive
Jln gunung kanyere tamansari gobras(LaundryKlin Tamansari depan kelom geulis sheny pinggir 73 cell imah bibit),__label__positive
Kohcun Cell Sempu Gg ikon bakar(Blok UC),__label__positive
"jl raya kedok pesantren 2 TAMIYA cell (konter Tamiya cell
)",__label__positive
"ruko lotus regency blok D-31, ketintang baru selatan 1 no 73(depan RSMM, CEREBRUM CELL ruko warna kuning)",__label__positive
Jln budiutomo konter gufada cell depan cafe lavasco,__label__positive
"serdang , konter TOP CELL RT/RW 14/05 kota jakarta pusat , kemayoran ",__label__positive
konter dua putra Cell samping Otto credit(konter dua putra Cell samping otto credit masjid arraudoh Cikeusik masjid),__label__positive
Jl Gajah Mungkur Gg Gerai Phones Limpung atau tanya Ucup(Depan Om hendro),__label__positive
Agung mulia Cell jl raya Pagongan kec. dukuhturi kab. tegal,__label__positive
ko gunung dukuh desa citapen RT 3 RW 9 konter Rifat cell no 49 dekat kantor kecamatan ,__label__positive
MANUKAN TAMA A3 NO 41(TOKO TOP ONE CELL (DEPAN BPR INTAN)),__label__positive
"jln Gatot mobile , Klewer ds sraten gattak skh 57557",__label__positive
Jln jelawat no 5 samping gg 6 ( di Toko Yusuf Cell ),__label__positive
"Jalan Raya Karang Cegak, Dusun I, Karangcegak, Sumbang, Kabupat¨¦n Banyumas(Komplek SMK MULYA HUSADA ke selatan dikit ada konter jaya phone masuk gang)",__label__positive
plaza indonesia(toko 3mongkis lt 4),__label__positive
fio cell ruko pasar kaliwiro,__label__positive
"Alex Phone, Kios Pasar Pucang",__label__positive
" kp pondokaso 002/001 desa babakanjaya kec.parungkuda 
(sebrang PT delami samping konter triple cell )",__label__positive
JL 20 DESEMBER RT 002 RW 003 KP PINGGIR RAWA KONTRAKAN PAK HJ SURYA . PATOKAN DI BELAKANG MALL LOTTE MART TAMAN SURYA 5 GG H RULAN(JL 20 DESEMBER RT 002 RW 003 KP PINGGIR RAWA KONTRAKAN PAK HJ SURYA . PATOKAN DI BELAKANG MALL LOTTE MART TAMAN SURYA 5 GG H RULAN),__label__positive
"Plaza Kabanjahe Lt 1. Jl Jendral Sudirman No 197 Kabanjahe
",__label__positive
AUNTIE ANNE'S TRANS STUDIO MALL BANDUNG(lantai 1 dekat jco),__label__positive
Jl.majasetra no.82 toko Eraplus  thee matic mall lt.1(toko eraplus thee matic mall ),__label__positive
jln letjen panjaitan kia phone(kia phone),__label__positive
MATAHARAI JOHAR PLAZA FUNCITY LANTAI 3 JLN DIPONEGORO NO 66 FUNCITY (tempat permainan anak¡±) LANTAI 3,__label__positive
Jalan Brawijaya Dpn Tk Drajat ( counter hp Xtra Cell ),__label__positive
DUSUN NAGRAK RT.09 RW.04 DESA MARONGGE KEC.TOMO(NURANI JAYA CELL ),__label__positive
Rajawana Rt 18 Rw 06 (Ekonomi Phone Cell),__label__positive
kia phone jalan letjen panjaitan no 23( per 4tan smp 1 kebumen ke utara 40 meter) kebumen,__label__positive
toko gingersnaps senayan city mall lantai 4.sebelah toko lego(sebelah lego),__label__positive
"Forza cell no 22 jl raya nggolek
Barat masjid",__label__positive
mall pesona square lt LG erafone store,__label__positive
jl. pramuka bunder((kontrakan hj deni sblh tama cell ada gg kecil)),__label__positive
Harbourbay bay mall pos security pintu masuk ,__label__positive
Jl kh Hasyim Asy'ari ITC Roxy mas Jakarta Pusat ( Showroom vivo 78 )(Lantai dasar),__label__positive
"studio phone market kidul lampu merah perempatan kartasura, kartasura, sukoharjo",__label__positive
dekat lapang Tegal lega(mercyduta phone),__label__positive
Monjali Cell jalan monjali nomor 71 Gemawang Sinduadi Mlati Sleman(Monjali Cell jalan monjali nomor 71 Gemawang Sinduadi Mlati Sleman),__label__positive
pakuwon mall jl lontar no 2(booth jenius depan sociolla lantai LG),__label__positive
Asrama 2 kodim 1403 palopo ( Lorong depan opsal plaza ),__label__positive
Jln raya anjun no 100 rt/rw 10/02 kec plered kab purwakarta jawabarat 41162 (Toko Menzu Cell depan hisana),__label__positive
"PRIYA CELL Jl. pemuda 135 gatak lamat  Muntilan(sebelah barat jembatan kali lamat
)",__label__positive
"Jl. Pahlawan Seribu, Lengkong Gudang(gedung plaza BNI bsd lt.13)",__label__positive
"Konter rama cell di depan diamart2 Jl.Pantai Batu Bolong no.20 Canggu  , ",__label__positive
Jaha cell Kp Margahayu Rt 02 Rw 04 ,__label__positive
"Desa Karangsari Karang Tengah Kab Demak Bps 40 Cell, RT.1/RW.3, Karangsari, Karang Tengah , KAB. DEMAK, KARANG TENGAH, JAWA TENGAH, ID, 59561(konter Bps 40 Cell sebelah raja helm)",__label__positive
"Zahra Cell simpang 4 tugu hiu jln. Samsul bahrun
RT.15 RW.001 kel.bentiring,kec.muara Bangkahulu,kota bengkulu,prov.Bengkulu.kode pos : 38121",__label__positive
"Jl. Ahmad Yani no.17a Pare , Roxy Cell Pare ",__label__positive
"Grand Indonesia East Mall, Jalan Teluk Betung I, RT.1/RW.5, Menteng, M¨¦nt¨¦ng(Chicha San Chen lantai 3 East Mall samping sociola .)",__label__positive
"Plaza asia,jln hz mustofa no.326,tugujaya,cihideung(toko accesoris heartwarmer)kota tasikmalaya,cihideung, jawa barat,id 46126",__label__positive
jln raya Jember Dsn Krajan desa .kedayunan RT 01 RW 03 (konter Titin Cell timur jalan),__label__positive
ruko plaza shinta no. 18 cimone karawaci tanggerang banten ( buana motor) ruko cat hijau,__label__positive
"Mutiara Cell 
Grand ITC Permata Hijau(Lantai 3 Blok C2 no 2-3)",__label__positive
"Barokah Cell Dusun Patran Desa Sidoharjo,Tanjunganom,Nganjuk Kode Pos 64482(Toko Barokah Cell Barat Toko Cat Warna Indah Jaya)",__label__positive
"EFARONE, Jalan Husein Sastranegara, Rt 01/RW 01(Erafone sebelah indomaret bening)",__label__positive
Kalampa (Kalampa cell didepan grand kalampa hotel),__label__positive
plaza pondok gede lt 1 samsung experience store depan kfc(depan kfc samsung experience),__label__positive
"Jalan Ruko Plaza De Lumina(Blok A No 28, Depan Badminton Smash Hall. 11750)",__label__positive
RT 1 RW 4 DEPAN RUMAH RW 4(Yuni Cell ada GG masuk),__label__positive
"kavling rawa Bugel indah No.1 RT 008/ RW 003,(Bekasi Utara 17126, patokannya D67 Cell )",__label__positive
jl Gatot Subroto no 289 ( Mall Trans Studio Bandung )(atrium lt Lg toko clarte jewellery),__label__positive
jl selamat Riady karang asam depan mesjid simping Astra Honda diconex Cell (samping Astra shop),__label__positive
"Rc cell Jalan Kendeng No.424
",__label__positive
salam manis rt 02 rw 10 no 142 sulthan cell kandang panjang,__label__positive
Grand Cibubur country ruko food plaza RFP 2 no 10 Bogor 16962,__label__positive
"jln yos sudarso 105 swalayan Kediri plaza depan took putra agung
",__label__positive
"jl.ir h djuanda depan borobudur motor, qiu-qiu Cell(konter Qiiu-Qiu cell sebelah bon-bon cell)",__label__positive
"Jl. Siliwangi No.68, RT.05/RW.04(PT AGRICON di seberang Plaza Ekalokasari)",__label__positive
"Djelita cell karawang, Jl.Ir H Juanda no 53, kel.nagasari, kec. karawang barat, kab. karawang(Djelita cell karawang B&C)",__label__positive
Jalan Nagarawangi no 27(Gudang Cell sebelah kanan pas asesorisnya),__label__positive
Nita Cell aeknatolu(dekat gereja katholik),__label__positive
Kunti RT 12 Septi cell (selatan lapangan cabean Kunti),__label__positive
erafone near Peunayong,__label__positive
mall itc roxy mas toko citra communication lt.1 no.130,__label__positive
hotel patria plaza(jalan kartini nomor 10 (bagian receptionist)),__label__positive
"hotel swiss-belinn singkawang, singkawang grand mall area, jl. alianyang(loading dock hotel)",__label__positive
jln yos sudarso no 105 Kediri swalayan Kediri plaza depan toko putra agung,__label__positive
Sidomulyo tanggung harjo Rt02 rw03 konter kuning LP CELL ,__label__positive
"jl. Dewi Sartika ruko plaza Ciputat, toko sepatu chisty, Blok D30.. Tangerang Selatan.. Banten..",__label__positive
jl taman palem restari . Green sedayu mall resto Ramen Ten 10 lt 1,__label__positive
"desa baruh, nabilla cell (belakang toko nabilla cell)",__label__positive
desa mayong kidul Rt 03 Rw 02 mayong jepara(gang depan herro cell masuk Rumah no 2 kiri jln  ),__label__positive
"De Saxofone Town House(blok 3 kav 14








)",__label__positive
"Toko My cell Jl. Sidomulyo sukajadi samping sd73 kelurahan padang bulan kec.senapelan, KOTA PEKANBARU, SENAPELAN, RIAU, ID, 28156",__label__positive
