detail_list,mark
ds. agerwesi r 11 rw 01,__label__spam
meji g we a ambarke awa g gam i g slema r 09 rw07,__label__spam
kos b s miya  ga g isa g o 19 r 02 rw 03 sekara g  g a i semara g,__label__spam
meji g we a ambarke awa g gam i g slema r 09 rw 07,__label__spam
r 05/rw08,__label__spam
ba owa i (s r ika i i o.12),__label__spam
 .i.d.a.r s.ak. .i omer 24,__label__spam
"jl  oroyo o omor 1,r 5,rw 1,kebo a , sriwedari, laweya ,solo",__label__spam
d s  ge e g desa selogab s ke ama a  are ga kab a e  ba r .02 rw.03,__label__spam
meji g we a r 09/rw 07,__label__spam
r 02 rw 03 dk kemeyi g ds kra dega ,__label__spam
meji g we a r 07,__label__spam
dema ga r 2/4 baki a deya baki s koharjo,__label__spam
"jl. keboiwa ga g l b k i ji  o.1 ada g sambia , de asar bara belaka g salo li da, ko a de asar, de asar bara , bali, id, 80119",__label__spam
jala kijaga a i r 03 rw 03,__label__spam
kali gga r mah bir . dkee  .a. d kaar iikaaa kadi iro bjarsari s rakar a. solo r  iga rw el solo,__label__spam
 egalsambi mesjid we a ,__label__spam
jl kra yak2 d k h  rwose o r 22 rw 09,__label__spam
NULL,__label__spam
"r mah ak joko hik, sidom lyo r 2 rw 4,  lise , boyolali",__label__spam
jala ma ggam da o. 44a r . 1 rw. 5 ged g s am,__label__spam
jala raya da ya g k w bara  asar ga ak ko er de a masjid (ga ak ell)(jala raya da ya g k w bara  asar ga ak ko er de a masjid (ga ak ell)),__label__spam
bowo gso r19 rw6(jala bowo gso),__label__spam
jl zae al zakse gg.2,__label__spam
jl sri k  oro iii-32 omega semara g bara ,__label__spam
jala raya legok de a masjid jamil al ijma de a  asar legok(s rya ell lar),__label__spam
" er maha  ama ke a a, blok d8 o 17, jala wedelia iv",__label__spam
"jl le je s war o o 51b ""r mah ell""",__label__spam
jl zae aaal zakseee ga g 2 o 34 r 01 rw 04,__label__spam
 laza kaba jahe l 1. jl je dral s dirma  o 197 kaba jahe,__label__spam
"9allery ro a si e is, jl s lfa  omer 4 a dea  rwa oro blimbi g mala g",__label__spam
jl g  g ag g q-13 er m ke h ermai war sidoarjo,__label__spam
"jl abd l wahab i a gka wa es oko h a eka, ko a de ok, sawa ga , jawa bara , id, 16511",__label__spam
jl. abd l wahab i a gka wa es (jl abd l wahab i a gka wa es o.22  oko h a eka ell),__label__spam
wediasi 2/4 krasak selomer o wo osobo,__label__spam
kadi iro r 3 rw4 gr b o li e a d,__label__spam
jl . am el kemba g o 4 semam ir s rabaya,__label__spam
kadi iro 3/3 a   ,__label__spam
k rawase  l r 2/4,__label__spam
jala kali gga im 17 kadi iro 3/03( a d kar ikaa),__label__spam
ds s mba g im  r 14 rw 05 ke  r  k bojo egoro,__label__spam
jl. esa re gelar k . e e y o do g r 02 rw04,__label__spam
jl. is a a die g im r 3 o 10,__label__spam
li gk.wide ga gg. a a ag g r /rw 04/010,__label__spam
jl braga ko a ba d g bgr,__label__spam
graha m k i reside  4e,__label__spam
 laza kaba jahe l 1(jl je deral s dirma  o 197),__label__spam
i  em aka mas la ai 4 blok hdr o 600,__label__spam
kom lek mekarsari o 009 ga g em e(sambiya arif jaya),__label__spam
jala ai g bogoh kama eh 789 bgr,__label__spam
jala ak me i ai m  o. 199 braga,__label__spam
jala me j r bgr jaya o47,__label__spam
jala  a gka o 11 braga s m r ba d g ba d g we a ko a ba d g,__label__spam
jala masjid r /rw 02/02 d s  kraja bra gkal(( ak r rajam)),__label__spam
i  em aka mas (blok hdr o.600),__label__spam
le je s oyo 2 o 25b,__label__spam
so ggala r 03 rw 04 aja g laweya s rakar a. r mah ma s ri s  deka  o o g ramb  marsya 039,__label__spam
jala mayor je deral ahlawa  a a a da jasa dii  em ak@ mas la ai4 o600 belokhdr,__label__spam
ds ke i r 3/1 de a masjid alfalah,__label__spam
jl em aka. r 07 / rw 02. d s  mojokemba g,__label__spam
b iay r 01 rw 01,__label__spam
jl. slame riyadi 10  ba ko a ja im,__label__spam
  i dofood b s kses makm r food seaose i g devisio jl raya  g rejo km 10.2 semara g,__label__spam
jala  i idar 5ak i o 24,__label__spam
de a balai desa r kem r 02 rw 02,__label__spam
balo er blok f 74,__label__spam
jl kara g d w r r 03/01,__label__spam
jl raya bri gi  im r o 23 r 02 rw01(belaka g mie ayam aaa),__label__spam
jl . esa re kle ak o.99 r 01/01,__label__spam
jl. ram ka r 01 rw 06 kara gre a(be aria marke ),__label__spam
"jala  ama bri gi i dah, bri gi , galiya , semara g(blok h r 06/05 o 479)",__label__spam
jl b ga mawar kdi,__label__spam
jala kdi omer 12 r 07 rw89,__label__spam
jala me j kdi o48,__label__spam
jl. amar mer oy da 5 gra d a j g a om o 10,__label__spam
jala gra d a j g o 10 a j g a om,__label__spam
jl lamo ga bara iv o 28 kdi,__label__spam
   r l a am,__label__spam
gra d a j g s afaf o10 a j g a om,__label__spam
jala b ga mela i o 12 kdi/ev,__label__spam
jl sam a ga raya o 4044s gbh a jay,__label__spam
jala mawar o 12 kdi e om o,__label__spam
jl. b ga kdi o 5,__label__spam
jala mela i  ih o 17 ga g 18 kdi,__label__spam
jl gra d a j g o 10 a j ga om mer oy da mer oy da magela g,__label__spam
gajah m gk r raya o40a gbh (sebelahgbh ),__label__spam
graha m k i reside  logom lyo ed r ga  4e,__label__spam
" er m ja ay , r 003, rw 010, i rodiwa gsa (blok e drawasih) l maja g",__label__spam
jl kijaga a imo 101 kra dega ba jar egara r 03 rw 3,__label__spam
jl . a j a  ah mer o b m likah r /rw 02/01,__label__spam
gra d a j g o 10 a j g a om,__label__spam
jl. sam a ga  o 331 kdi ga g sami ,__label__spam
jl eso a asri 1 bos bismillah,__label__spam
jl b ga mela i kdi,__label__spam
gra d a j g a om o. 10,__label__spam
siray r . 2 rw. 2 kel raha ja irejo,__label__spam
jla kali gga im o. 17  ara a d sekolah a ak,__label__spam
ds awa grejo r 4 rw 4 d k ha sl ke b s ya ii,__label__spam
"seday sq are blok m o 37, r 2/rw12",__label__spam
jl agak r 35/06 desa. agrak gg masjid al-is iqomah isaa s kab mi,__label__spam
dam aka r 3 rw 18 mobil gili ga ,__label__spam
jl raya lim  g w w sho ,__label__spam
sil k 2 r 04,__label__spam
jala ko o gg h.y s f 1 o 25/198a,__label__spam
"jl  e ara elajar o.76a, r mah gerba g ijo de a a isa las ik(kawed sa )",__label__spam
 eso a asrri 1 blok  o 4e bismillah,__label__spam
"d s  glagah r siji rw a a , kel. ba jar egoro, mer oy da , kab. magela g(sebelah bara dk ri efield)",__label__spam
jl i a d y r 01 rw 03 a j g sari,__label__spam
s r ika i i 12,__label__spam
belaka g bida ha ik as e ,__label__spam
dam aka r 3 rw 18 r mah mobil gili ga ,__label__spam
s r ika i 1 omer 12,__label__spam
ko er w w ell,__label__spam
s r ika i i o.12,__label__spam
gadi g karya 2 / o. 17,__label__spam
.d ss.  kerrajja . r 0||| 0||| iggga rw 0|||| 0|||| sa  kedd gjam.be(kedd gjambe.. ),__label__spam
de a sd kara gd w r maksih,__label__spam
"jl .iswahy di,r 08, o 88 , asir  ih, ko a jambi",__label__spam
gadi g karya 2 / o. 44,__label__spam
jl raya iawi ali g  g salak k .babaka r 09 rw 04 desa kaba d ga ke . kaba d ga ,__label__spam
alma ka or sa la as olres bojo egoro jala imam bo jol,__label__spam
"glagah 1 r 001 rw04 ba jar egoro, ke . mer oy da , kab. magela g",__label__spam
"ds. kara gday , r /rw 02/01, ke . ba re o, kab. bojo egoro",__label__spam
"jl so oyo o, i ggir e oko azka",__label__spam
lodoyo g l mb grejo r 05 rw 10,__label__spam
jl.y li s sma  o 1-3 a (de a raja k rma),__label__spam
jl. y li a sma  o 1/3a k2000 s dl,__label__spam
jala kali gga a ddd kadi iro r iii rw iii ba jarsari ska,__label__spam
jala me oreh i gbh ,__label__spam
jl. s a  gera g o 1 rolima ,__label__spam
be oyoka ma r 07 rw04 ma yar gresik,__label__spam
"jl. a j g d re raya o.kav.5-9, r .9/rw.5, j. d re sel., ke . grogol e amb ra , ko a jakar a bara , daerah kh s s ib ko a jakar a 11470 ower edelweiss (e), a ar medi era ia 2(edelweis 18ek)",__label__spam
kam  g gem ol r 13 rw 01 o 74,__label__spam
ko o im r r 9 rw 4 ire g isi,__label__spam
jl. kh abd rrahma kraja r .02/04 em rejo ( 20m. bara mi imarke basmalah em rejo,__label__spam
"jl. s kam lya (jl s kam lya aboh r 02/01 seki ar ko er kawa  ell, kel s kam lya ke ama a b g rsari ko a asikmalaya 46151)",__label__spam
loba g r 2 rw 2,__label__spam
k sade g kolo r 05/08 r mah si b le b lb l ell(k sade g kolo r 05/08 r mah si b le b lb l ell),__label__spam
jala r mah saki  m m o.12,__label__spam
bsi 2 blok h2 o. 137 jl. oda g 16 r . 03/12(jl. oda g 16),__label__spam
jl galmas - go da ga ( al amar  egalmas ) r 4 rw 8 jogo ala kla e jawa e gah 57452 abidzar ho e sabra gkali,__label__spam
kos  ri ba erma - ba erma besar 268a,__label__spam
kele e g gabaha raya o 77 seo g(seeba dara ),__label__spam
jala me oreh e gah xii r 07 rw 04 kdi ev sam a ga ,__label__spam
"ds . ojok r 04 rw08, ds a j gkala g",__label__spam
jl. ha daya i o 77 .ds me a g asar,__label__spam
balo g bir r 12 rw 04,__label__spam
"ds  odowaras r 3 rw1 s kom lyo, kaliw g sela a , ke dal",__label__spam
r 03 rw 01,__label__spam
jl s ma ra 60a (de a almera rege y),__label__spam
 er m  ri del a asri 5 blok a3 12b,__label__spam
"jala ramb hija  o 23 jf , ba y ma ik, semara g i y, e ral java",__label__spam
 embokr 01rw02,__label__spam
sam i g sekolah smk yafahi r mah a  i k(jl.kh  bag s asik r .03/rw.03),__label__spam
r mah syah gaglik r 001 rw 006 si d adi mla i slema (gg ak la bima sadewa 15),__label__spam
ka or eks edisi jaya ek ress jl s ma ra (jx),__label__spam
 er maha margajaya o 44 r 1 rw 1(so y),__label__spam
jala se a a  3a headshoo 5 kali,__label__spam
 ayla. er m griya bawa g ermai r 1 rw 3,__label__spam
d s  losari 01/02,__label__spam
"jl gg sawi ojok kid l r 4/8 , j kala g",__label__spam
jl se a a r 3 rw 9 o345 fbr(yok d  yok),__label__spam
jala hi iia o.9 r 01 rw05,__label__spam
jl m gi sidi o 104(hery o er),__label__spam
ds ge i g belaka g asar sra dil r mah ib  mi ke jambo  o orogo,__label__spam
jl raya a j  o 100 r /rw 10/02 ke  lered kab  rwakar a jawabara 41162 ( oko me z  ell de a hisa a),__label__spam
seba dara loro o 28,__label__spam
kom lek se osa ll o 5 (so yy afziii),__label__spam
jl. soekar o-ha a o.171 ke dal(r 19/rw 05),__label__spam
"s s segar s gara, ambo g we a , r .03/rw.07, ambo g we a ",__label__spam
jala se a a  a ja g hdr o600 la ai 4 em aka mas,__label__spam
i  em aka mas l .4 blok hdr o.600,__label__spam
"i  em aka mas,l 6 hdr o 28",__label__spam
jala se a a r 6 rw3 3a,__label__spam
jl b ga kdi bersi ar i dah di e om o ,__label__spam
jl. khalimaya o 5a logomas agar ore z,__label__spam
jl d s  l 4 loro g h d r 600 em akamas,__label__spam
 eso a asri 1 blok  o 4e e d r ga bismillah semara g,__label__spam
jl lamo ga bara  o 03 blok ev,__label__spam
 gisor ower 2 kle 0 kaadi 1ro 6,__label__spam
i  em aka mas la ai 4 blok hdr o. 67,__label__spam
graha m k i reside  omer 777,__label__spam
 eso a asri 4e bismillah,__label__spam
"jala me j bahagia selama ya,selama de ga bos bodrex r 01 rw 02",__label__spam
i  em aka mas l 4 blok hdr o 600 s m r ba (i  em aka mas l 4 blok hdr o 600 s m r ba ),__label__spam
jl. kh mas ma sy r o. 65,__label__spam
graha m k i resida e 54 bodrex logom lyo,__label__spam
sambiro o 02+07 si do ,__label__spam
jl ika  ombro omor 31 ( asli ell ) r 04 rw04,__label__spam
jl ja i o 12 kam s i b dramaga bogor jawa bara .16680(jl ja i o 12 kam s i b dramaga bogor jawa bara .16680),__label__spam
jl. lamo ga bara iv o 10 kdi,__label__spam
jl sam a ga blok b2 gbh semara g,__label__spam
"gg e a a ,sambiro o r 002 rw 7",__label__spam
dk.simba g r .rw 01/01ds.ke i e ke . e al ga kab.ba a g,__label__spam
i  em aka mas l 04 blok hdr o 600,__label__spam
i  em aka mas blok hdr l 4 o 600,__label__spam
 asar me ggah(ko er alvis),__label__spam
jala se a a  o 12 3b fbr bos brkm,__label__spam
i  em aka mas la ai 4 blok hdr o 600 ¡¤ s m r ba ,__label__spam
"jl ,, sam a ga  blok b2 gbh , sam a ga , gajah m gk r",__label__spam
jl se a a  is ol em aka mas blok 3a (blok 1500 r 15 rw 05),__label__spam
i  roxy mas l .dasar o.146a jakar a  sa 10150,__label__spam
jl raya lara ga r 1 rw 1 ro o kakak ri kryawa v yo,__label__spam
milik bismillah eso a asri 1 blok  o 4e,__label__spam
saraseha 004/002 kel. gambyok (j raga ka k r mah war a bir ) ke .grogol kediri,__label__spam
ga g lombok 15 oko mai a a ak,__label__spam
jala  ke de g blok b4 gbh ,__label__spam
jala  lamo ga abadi je dral mayhem asal asala  l o.a162(blok),__label__spam
graha m k i reside  logom lyo ed r ga  4e(bos he dra),__label__spam
jala se a a r 6 rw3 3a s m r ba ,__label__spam
jl a gger o 43. kdi,__label__spam
 er mmh grahham k i logom lyo blok  o 4e logom lyo ed r ga b kab ssmara g,__label__spam
i  em aka mas l 4 o 700 hdr,__label__spam
i  em aka mas. l 4 blok hdr( 3a),__label__spam
gra d a j g o 10 a j ga om mer oy da ,__label__spam
r mah mbah mi i 2/6 kle o kadi iro,__label__spam
jl brawijaya m ara 11 o 2424 bsm kel m arareja egal bara ,__label__spam
kirim ke bismilah eso a asri 1 belok  omer ya 4e las g kirim ya,__label__spam
kos b s miya  ga g isa g o 109 r 02 rw 03 sekara g  g a i semara g,__label__spam
gg. el r jl. se a a  o.43 fbr 3a s m r ba ,__label__spam
i  em aka mas blok e l 4 o 322 oko sell lar l s,__label__spam
jl gra d a j g o 10 a j ga om mer oy da magela g,__label__spam
i   em akaaa mas l 4 blo k hdr o 6000,__label__spam
jala ke de g blok b4 gbh ,__label__spam
k babaka r 02 rw 06 desa le wilia g(r mah war a  ih),__label__spam
gra d a j g bar  o 11 a j g a om( o 11 a j g a om),__label__spam
 er maha graha m k i resida e 77 bodrex,__label__spam
kadi iro r 3 rw3 a   s rakar a,__label__spam
i  em aka mas l 4 blok hdr omor 600,__label__spam
i  em aka mas l . 4 blok hdr. o. 600,__label__spam
desa ba rsari r 01 rw 01 sebelah ka or ke ama a ba a ga ,__label__spam
"a ar eme s  er arkview r 15 rw 02 , ower b , l 15  i 2 .(l 15)",__label__spam
i  em aka mas l 4 blok hdr 0 600,__label__spam
kle o kadi iro 2-6,__label__spam
jl . raya jomba g - baba de a  k.  as rimba kamba ga ke . gimba g kab. lamo ga ,__label__spam
"jal r lamba b ga gi , ke dal. k l k sell(k l k sell)",__label__spam
kedalo jam 7 agi,__label__spam
"jal r lamba b ga gi , ke dal. (willy ha sa)",__label__spam
jl raya ke dalisodo r 13 rw 03 akisaji be do war g ko i mama,__label__spam
jl. lamo ga abadi o 55 dj,__label__spam
k sade g kolo r 05/08 desa sade g kolo r mah si b le b lb l,__label__spam
jl  lomo ga  e i o a152,__label__spam
jala s a bo a g de a  k dar salam,__label__spam
jala  lamo ga abadi o.a152 f,__label__spam
jl. lamo ga hija bar  o 5 dj( ed r ga kid l dj),__label__spam
 a da sari r 03/07 m shola al h da ke  ara ol,__label__spam
jala  am ja  e gah 6 o 350 r 3rw 10,__label__spam
desa agerwesi r 7 rw 2,__label__spam
jl lamo ga raya kdi ev sam a ga  o 313,__label__spam
jl s a k d s o 208 ko er axa reload,__label__spam
d s  igal g r gira g r 01 rw 04 desa s kam lya,__label__spam
jala ra a g gg gereja o 17 meda ,__label__spam
"jl .mohamad kafi 1,jagakarsa.kam  g ka da g(r 03/rw04..sam i g i domare gg sabar,kam  g ka da g)",__label__spam
as ol a lara 06/07,__label__spam
" ra ama h , jl. ade irma s rya i o. 7a ( o ga ) mala g (de a war g sa e ba g saleh o ga  ersis)",__label__spam
mb  ell jl   ak jaya j g o.1 mala g,__label__spam
"jala kraksaa we a ,be gkel robi",__label__spam
griyae sa ieka o-10 ki age g gribi g raya,__label__spam
"jl s a bo a g, be gkel mo or robi(sebelah bara ka or  )",__label__spam
"gg makam, gra d eso a a da wa gi blok d15.",__label__spam
jl. ka ma  o. 106 r . 12 rw. 02,__label__spam
" oko h  ra ama, jl. ade irma s rya i omer 7a o ga mala g ( oko h de a  ya war g sa e ba g saleh o ga )",__label__spam
"jam sahid ke baraaa , a i ada be gkel i i disi ",__label__spam
 er m gra d eso a a da wa gi blok d15,__label__spam
zaki om jl semer r 7 rw 6 b  we a  akis(deka la ggar ja a l mawa),__label__spam
jl kol s gio o gg 3b o16b r 08 rw04,__label__spam
jala  ir o s mira r 01/05 jagala ( ak kirdi),__label__spam
jl i drab a aayoo diaa ala o 38,__label__spam
jl.raya keli g. rmh b k r . r .04/05 ga ar keli g,__label__spam
"wa08562804372 , jl. kh.  rai ha adjh ri im r erem a a s e me ara ko a k d s(ko er sela a jala )",__label__spam
"desa sidom lyo r 2 rw 1, ga g wel ome mas k 100m, erem a a belok ka a ",__label__spam
r 01/02 joho k lo de a al ikhlas,__label__spam
 lobo g r 3/6 la ge harjo,__label__spam
rowosari r 03 rw 05 deka holymar ,__label__spam
r ko gadi g kira a  ara blok g10/60 sam i g alfa rex,__label__spam
jl. maja ahi  o 12 l,__label__spam
"jl. soekar o o.23, g  g a i semara g",__label__spam
"ga g mer a i, lolo r 02 rw 05(r mah mas bay )",__label__spam
"klero r 5 rw 22, s mberharjo, ramba a , slema , yogyakar a",__label__spam
dema ga r 2/4 baki a deya baki s koharjo(war g mie ayam ak koko),__label__spam
  q kaje ,__label__spam
ged g hy ermall di la ai 1 je s ore o 49,__label__spam
graha m k i reside e( logom lyo bodrex),__label__spam
jl.selajambe re ell r 23/08 50 me er dari kolam re a g sg,__label__spam
a gkri ga  as di em el selomar a i,__label__spam
 em el selomar a i kalasa ,__label__spam
"desa im r ke ama a bar kla ak, r 23 rw 0 w ",__label__spam
d s  do ggo g ars,__label__spam
jala see a a a gi er e 10 erwe 35 o 222 s m r ba  3a fbr,__label__spam
"baya a r 01 rw 04, baki a deya , baki(joa jaya ra s or )",__label__spam
gg. arya m k i 2 dalam  ara kav 4,__label__spam
war g mie ayam ak koko r 2/4 baki a deya baki skh,__label__spam
jl. arya m k i  ara dalam ga g 2 o 4(semara g im r),__label__spam
"kle ak e gah ,  a gso o, akis, kab a ¨¦ mala g( o 29)",__label__spam
jala sela s da vi d6 70 mala g,__label__spam
"d s  sa re , desa me dala wa gi(kode os 65158 o r mah (32) , r  02b rw 01)",__label__spam
 galiya r 2/13 kalo ga  gara  im r(ko er gibra  ell),__label__spam
desa kemiri r 03/02 (ko raka b  a iroh) im r masjid khoir l h da,__label__spam
"vi  ell, jl . villa bekasi i dah o 29 jejale jaya",__label__spam
jl . je dral ahmad ya i o.188 s kodo o l maja g(islamia ell lar),__label__spam
ge or lim  g (ge or r 03 rw 03 ga g erk  ),__label__spam
jala mela i i dah 2 kdi e om o ,__label__spam
jl . li gkar l ar r ko golf lake b 8 ve i e,__label__spam
graha m k i reside  4e bodrex,__label__spam
i  em aka mas l 4 blok hdr o 600(hdr),__label__spam
jl se a a kemayora  o 10 3a fbr,__label__spam
jl ma gga i dah o 12 r 2/3 sambiya arif,__label__spam
 eso a arsi 4e(12),__label__spam
jl. lamo ga hija abadi o.a152 ed r ga kid l,__label__spam
i  3m 4ka mas l 5 bl0ok h d r l 6 o 601,__label__spam
jl.se a a r 5 rw 9 3b o 21,__label__spam
jl b ah aga o 45 gbh ,__label__spam
i  3m 4ka mas l 5 bl0ok h d r l 6 o 601(i ),__label__spam
desa sambiya  o 77 r 9 rw 3,__label__spam
jl lamo ga bara  o 03 blok kdi,__label__spam
j  ex ress s arma (jl s arma 26 ),__label__spam
a ar eme s  er ark view( ower b la ai 15  i 2),__label__spam
wa essss r 07 rw03 de a  er m gree megah ara i kel wa es ke  galiya semara g,__label__spam
jl mawar o 25 braga s m r ba d g ko a ba d g jawa bara (45),__label__spam
jala d re salak lara g omro 33,__label__spam
jala  lamo ga abadi ed r ga kd l l o.a162(blok),__label__spam
jala raya barokah jaya kdi o15,__label__spam
i  em aka mas l 4 blok hdr o 12,__label__spam
i  em aka mas l 4 blok hdr o.6000,__label__spam
"jl. ak ga o 1, gg sarbi i 2 , o.42a k ad (kosa k i g i gka )",__label__spam
jala ahmad ya i o 12,__label__spam
jl li gkar l ar r ko golf lake b 8 ve i e,__label__spam
graha m k i reside  logom lyo ed r ga  4e bismillah,__label__spam
ko o kae 16,__label__spam
i e e em aka mas l 4 blok hdr o 600,__label__spam
jala b ga mawar kemba g ya a ggrek braga,__label__spam
graha m k i reside  logom lyo a d r ga  4e,__label__spam
jala  el ri  o 12 r 6 rw 1 2a,__label__spam
jala se a a (i  em aka mas 3b),__label__spam
jl kemayora   bar  se a a  3a,__label__spam
jala  is ol(i  em aka mas 3b),__label__spam
jala kemayora fbr,__label__spam
 eso a asri bodrex,__label__spam
d s  1 erme r 04/02 erme a ja a ,__label__spam
 ed r ga ,__label__spam
jl. gerba g eris o25(bay ),__label__spam
jl lamo ga abadi o.a152 m ,__label__spam
jl kemayora   bar  se a a  o 17( 3a),__label__spam
"jl. sembiya kak arif o 113, de a ga gjo er em a a jer k",__label__spam
"jl lamo ga abadi dj o.a152 ke  ed r ga ,kel. ed r ga kid l",__label__spam
 ar ba gi  gsari r 03 rw02,__label__spam
jl b ah a gg r ma is sekali di braga,__label__spam
jl khalimayha o5a,__label__spam
j  me oreh blok b2 gbh (hj saf a ),__label__spam
jl ma gga i dah o 12 r 2/3 ar1f,__label__spam
jala kdi omer 12,__label__spam
graha m k i reside  elogom lyo ed r ga  4e bismillah,__label__spam
jl. a jai a  o25. (bay ),__label__spam
jl si ga o 3 kdi e om o gajah m gk r kab semara g,__label__spam
jl a im ra o 12 kdi/ev e om o gajah m gk r,__label__spam
jala kamboja omer12 r 4 rw9 kdi,__label__spam
"sambira a r 5 rw 1, ke . ilo gok, kab. ba y mas",__label__spam
"dikirim bismillah ke i  em aka mas l 4,hdr do g ya(bos hdr)",__label__spam
joko  r omo(jl.dewisar ika bara 1 r 13 rw 03 o 20),__label__spam
graha m k i reside  logom lyo aed r ga  4e,__label__spam
"i  em aka mas l 4 blok hdr , o 70 3b",__label__spam
